trace_name,allocator,rebalance_strategy,miss_ratio,n_rebalanced_slabs,allocFactor,base_dir,cacheSizeMB,compressed,countColdTailHitsOnly,cpu_requirement,enableLookaside,enableTailHitsTracking,generator,ignoreLargeReq,lru2qColdPct,lru2qHotPct,lruRefreshSec,maxAllocSize,memory_requirement,mhMovingAverageParam,minAllocSize,miss_ratio_percent_reduction_from_disabled,miss_ratio_percent_reduction_from_lru_disabled,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,monitor_interval,moveOnSlabRelease,n_alloc_failures,numOps,numThreads,onlySetIfMiss,poolRebalanceIntervalSec,poolResizeIntervalSec,prepopulateCache,purpose,rebalanceDiffRatio,rebalanceStrategy,rebalanced_slabs,repeatOpCount,repeatTraceReplay,replayGeneratorConfig,slab_cnt,slab_size,tag,throughput,timestampFactor,traceFileName,trace_file,tuned_improvement,tuned_percent_improvement,useTraceTimer,uuid,wsr,wss_mb,zstdTrace
wiki_2016u.oracleGeneral.sample10.zst,TINYLFU,marginal-hits,0.07343618209593475,6322,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,5652,True,True,2.5,True,True,oracle-general-replay,True,,,0,4194304,8478.0,0.3,72,0.5291052620968906,0.5956798063867887,0.0825141316046292,0.1081925944429554,50000,False,2,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},1409,4,,152614.8381737396,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2016u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2016u.oracleGeneral.sample10.zst,,,False,wiki_2016u.oracleGeneral.sample10.zst-4868c8c996d2a13dc96e045eb0ee083e,0.01,563215.396355629,True
wiki_2019t.oracleGeneral.sample10.zst,LRU,disabled,0.5787742513173305,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,0.0,100.0,0,4194304,630.0,,72,0.0,0.0,0.0,0.0,50000,False,6853,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},103,4,,80687.24421019928,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-fb430a63350ec6a988122aa8609fc9a8,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,LRU2Q,disabled,0.5364063041655749,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,30.0,30.0,0,4194304,630.0,,72,0.0,0.07320288878664388,0.0,0.042367947151755625,50000,False,6853,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},103,4,,77437.43007401109,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-597cefa7c80731401472b24453fd9c86,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,S3FIFO,disabled,0.5048456270712203,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,630.0,,72,0.0,0.12773309123176013,0.0,0.07392862424611024,50000,False,6853,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},103,4,,81568.98659764863,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-21e76e7f3f0c78e0cab9844b7e36f85f,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,TINYLFU,disabled,0.5229500596073948,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,630.0,,72,0.0,0.09645244511634016,0.0,0.05582419170993569,50000,False,6853,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},103,4,,78867.72006558228,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-f4864a2523d654ff7e41c24926863ca4,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,LRU,hits,0.5890364239937953,176,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,0.0,100.0,0,4194304,630.0,,72,-0.017730872880241937,-0.017730872880241937,-0.010262172676464787,-0.010262172676464787,50000,False,56,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},103,4,,74159.48456257624,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-ef7c7c9dda9904c73ec193078e5d9763,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,LRU2Q,hits,0.5448849627210074,141,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,30.0,30.0,0,4194304,630.0,,72,-0.01580641109097659,0.05855355264887603,-0.008478658555432506,0.03388928859632312,50000,False,56,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},103,4,,72739.74231061224,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-acbebd357dc536b4f7a2383d0197d3e5,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,S3FIFO,hits,0.5131024044106144,143,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,630.0,,72,-0.01635505369689833,0.11346711910082805,-0.008256777339394117,0.06567184690671612,50000,False,56,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},103,4,,77609.42549065713,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-eeed8d8ca396a777f40fb163bcca6c32,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,TINYLFU,hits,0.5239908470431927,148,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,630.0,,72,-0.0019902233811373913,0.09465418364664119,-0.0010407874357978297,0.05478340427413786,50000,False,56,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},103,4,,6640.143612876344,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-c992ba04121bcf0a596fc51b0d3f810c,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,LRU,marginal-hits,0.586817944702788,419,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,True,2.5,True,True,oracle-general-replay,True,0.0,100.0,0,4194304,630.0,0.3,72,-0.013897807940055231,-0.013897807940055231,-0.008043693385457518,-0.008043693385457518,50000,False,56,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},103,4,,71188.0536507283,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-27d248c156f5e6b5fcf6a9e3f28aa53e,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,LRU2Q,marginal-hits,0.5468063323168136,419,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,True,2.5,True,True,oracle-general-replay,True,30.0,30.0,0,4194304,630.0,0.3,72,-0.019388340648637356,0.0552338306822663,-0.01040002815123875,0.031967919000516876,50000,False,56,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},103,4,cold,72391.38268383886,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-9c6bfbf5c37aeabac6ae8515c40692a3,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,S3FIFO,marginal-hits,0.5720292240291746,419,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,True,2.5,True,True,oracle-general-replay,True,,,0,4194304,630.0,0.3,72,-0.13307750598476803,0.011653986459839576,-0.06718359695795428,0.006745027288155958,50000,False,57,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},103,4,,48121.638374156275,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-cf3623a1676c2349cee8e391b837a25c,0.01,40966.22541999817,True
wiki_2019t.oracleGeneral.sample10.zst,TINYLFU,marginal-hits,0.5222542199515247,419,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,420,True,True,2.5,True,True,oracle-general-replay,True,,,0,4194304,630.0,0.3,72,0.0013306044106631703,0.09765470947811228,0.0006958396558701674,0.056520031365805856,50000,False,56,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},103,4,,71030.37414916295,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019t.oracleGeneral.sample10.zst,,,False,wiki_2019t.oracleGeneral.sample10.zst-e64229ba5fceda81397ef5166d2978ae,0.01,40966.22541999817,True
wiki_2019u.oracleGeneral.sample10.zst,LRU,disabled,0.2781551496563968,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,0.0,100.0,0,4194304,11688.0,,72,0.0,0.0,0.0,0.0,50000,False,46,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},1943,4,,38350.60063801699,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-e644f614157c6dc1e7da2188f2585639,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,LRU2Q,disabled,0.2584310833413211,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,30.0,30.0,0,4194304,11688.0,,72,0.0,0.07091030433713247,0.0,0.019724066315075728,50000,False,46,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},1943,4,,114722.8301105005,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-b4e08b0b6420b5a05cb4a872db58a2e4,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,S3FIFO,disabled,0.222068354839813,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,11688.0,,72,0.0,0.20163852758385908,0.0,0.056086794816583824,50000,False,46,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},1943,4,,146872.40620184326,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-5daf44bc1ecd9caeb2f589fc94c000e5,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,TINYLFU,disabled,0.23836053642164906,0,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,11688.0,,72,0.0,0.1430662466034002,0.0,0.039794613234747755,50000,False,46,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},1943,4,,110398.93132816664,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-195a9b68960cf01a27d1e259c0b9d5da,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,LRU,hits,0.16774744234728628,1290,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,0.0,100.0,0,4194304,11688.0,,72,0.39692850355456816,0.39692850355456816,0.11040770730911054,0.11040770730911054,50000,False,2,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},1943,4,,83956.82291558065,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-04dfa099e587454e582f908bd6444c0b,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,LRU2Q,hits,0.15681406778514878,1283,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,30.0,30.0,0,4194304,11688.0,,72,0.39320740462927334,0.4362352522365301,0.10161701555617231,0.12134108187124804,50000,False,2,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},1943,4,,61227.918857584795,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-93e55c44ef03e13cd52dbb128ad0c7a4,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,S3FIFO,hits,0.1336024008459224,1286,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,11688.0,,72,0.39837262746285806,0.5196838850153932,0.0884659539938906,0.14455274881047442,50000,False,2,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},1943,4,,84741.26484916604,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-618276a6cbdc17dab0ca52c9145d0718,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,TINYLFU,hits,0.14490837212960989,1284,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,,2.5,True,,oracle-general-replay,True,,,0,4194304,11688.0,,72,0.3920622335180791,0.47903760793710193,0.09345216429203917,0.13324677752678693,50000,False,2,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},1943,4,,104590.51137203997,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-024f432ab01fc33fb63548dc1bfe1c5d,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,LRU,marginal-hits,0.14359396270478247,5296,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,True,2.5,True,True,oracle-general-replay,True,0.0,100.0,0,4194304,11688.0,0.3,72,0.48376306215375436,0.48376306215375436,0.13456118695161434,0.13456118695161434,50000,False,2,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},1943,4,,37555.86743271536,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-c112dc4ef30f524b68891133a0fed64c,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,LRU2Q,marginal-hits,0.1365949564669553,5296,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,True,2.5,True,True,oracle-general-replay,True,30.0,30.0,0,4194304,11688.0,0.3,72,0.4714453280894681,0.5089253007334571,0.12183612687436579,0.14156019318944152,50000,False,2,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},1943,4,cold,108101.9209744644,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-4ba587d92d6ace5d8800e01aba80de64,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,S3FIFO,marginal-hits,0.177327525499012,5296,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,True,2.5,True,True,oracle-general-replay,True,,,0,4194304,11688.0,0.3,72,0.20147323274887308,0.36248699433368925,0.04474082934080098,0.1008276241573848,50000,False,2,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},1943,4,,34441.85496113934,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-1f02237639eefc2d5e652d98194f5374,0.01,776964.2268333435,True
wiki_2019u.oracleGeneral.sample10.zst,TINYLFU,marginal-hits,0.12852457489280442,5296,1.25,/home/cc/CacheLib/slab-rebalance-bench/exp/work_dir_s3fifo,7792,True,True,2.5,True,True,oracle-general-replay,True,,,0,4194304,11688.0,0.3,72,0.4607975933337798,0.5379392578150362,0.10983596152884464,0.1496305747635924,50000,False,2,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},1943,4,,120748.91045291942,1,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,/mnt/data/privworkload/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/.priv/wiki_2019u.oracleGeneral.sample10.zst,,,False,wiki_2019u.oracleGeneral.sample10.zst-401660d6bb377ef8e30d1d2349fb809c,0.01,776964.2268333435,True
cluster17.oracleGeneral.sample10.zst,LRU2Q,disabled,0.21994468891008906,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,,2.5,True,,oracle-general-replay,True,30.0,30.0,0,1048576,6.0,,72,0.0,,0.0,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},2,1,,146376.71591755957,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-6fa3727b6fd6a8cfb0f873dbde345945,0.01,125.17503929138184,True
cluster17.oracleGeneral.sample10.zst,TINYLFU,disabled,0.2219324743781112,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,,2.5,True,,oracle-general-replay,True,,,0,1048576,6.0,,72,0.0,,0.0,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,,disabled,0,True,False,{'ampFactor': 1},2,1,,168110.51821302882,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-44dc80c114c85c1257d01dbf75c3d507,0.01,125.17503929138184,True
cluster17.oracleGeneral.sample10.zst,LRU,hits,0.2222663284437157,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,,2.5,True,,oracle-general-replay,True,0.0,100.0,0,1048576,6.0,,72,,,,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},2,1,,140117.88874386152,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-508d3bce33ad1df6e55a55d9468f3f4f,0.01,125.17503929138184,True
cluster17.oracleGeneral.sample10.zst,S3FIFO,hits,0.21709729057317556,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,,2.5,True,,oracle-general-replay,True,,,0,1048576,6.0,,72,,,,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},2,1,,110407.2194938202,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-58231c002c8fb3a736d4089921329c2e,0.01,125.17503929138184,True
cluster17.oracleGeneral.sample10.zst,TINYLFU,hits,0.2219324743781112,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,,2.5,True,,oracle-general-replay,True,,,0,1048576,6.0,,72,0.0,,0.0,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,0.1,hits,0,True,False,{'ampFactor': 1},2,1,,162114.40145209272,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-93a483713432914f4a924a2dda5f513d,0.01,125.17503929138184,True
cluster17.oracleGeneral.sample10.zst,LRU2Q,marginal-hits,0.21994468891008906,0,1.25,/home/cc/cachelib-1mb/slab-rebalance-bench/exp/work_dir_s3fifo,4,True,True,2.5,True,True,oracle-general-replay,True,30.0,30.0,0,1048576,6.0,0.3,72,0.0,,0.0,,50000,False,157122753,100000000000,1,False,1,0,True,efficiency,,marginal-hits-old,0,True,False,{'ampFactor': 1},2,1,cold,127397.52677186645,1,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,/home/cc/cachelib-1mb/ftp.pdl.cmu.edu/pub/datasets/twemcacheWorkload/cacheDatasets/twitter/sample10/cluster17.oracleGeneral.sample10.zst,,,False,cluster17.oracleGeneral.sample10.zst-eedeff42540ecb723b6fea9612baae21,0.01,125.17503929138184,True
