trace_name,number_of_requests,wsr,slab_size,slab_cnt,mhMinDiff,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,mhMovingAverageParam,mhMinDiff,thresholdAIADStep,emrLow,emrHigh,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1166010.9680245696,303,0.05988144920847353,303,50000,0,meta_202210_kv-485c581c3decbb583970e2591901981c,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1342510.6354240363,351,0.058676089803537786,351,50000,0,meta_202210_kv-f1431bda96f28135d1d7755cd41e3c3e,0.3,2,2,0.5,0.9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,976724.4383575392,285,0.05878804423484507,285,50000,0,meta_202210_kv-f8ccd8a34e214f58b9e1adb0e194d63a,0.3,2,8,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1156535.4375820104,389,0.05866778883811231,389,50000,0,meta_202210_kv-77809f8b04ebe1ba98888cccd446e3e9,0.3,2,1,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,977364.2537721659,263,0.06031348525101988,263,10000,0,meta_202210_kv-0c563bb7c00860108642b851d785bdc9,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1103777.331441423,351,0.058676089803537786,351,50000,0,meta_202210_kv-2a35b578a7816f2c7b6d6201d766d24e,0.3,2,2,0.5,0.85,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1091131.406249621,361,0.0584898239911076,361,100000,0,meta_202210_kv-e0675db2ef8f48633dcd0f86b67b6ea5,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1073163.9171024337,375,0.0561349299494506,375,200000,0,meta_202210_kv-5ee8c3421e8ab1e15ba0dac3af133cba,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1026783.2197499799,346,0.05873691295902701,346,50000,0,meta_202210_kv-ca59dd7dc5bf8d9929a53331d3bd0b1a,0.5,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,8,marginal-hits-tuned,LRU,,785383.259544943,315,0.05919844555740998,315,50000,0,meta_202210_kv-7a8f602e3d8f76966ea55e8dd7aa6750,0.3,8,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,877833.2341751852,257,0.0562732463204453,257,500000,0,meta_202210_kv-3829b3545c7f8f98f05d2cc21ab77bbf,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1057186.9968818827,491,0.05161199183556812,491,100000,0,meta_202210_kv-0da98523a7b85247ce0f5f9ac6c0fafb,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,833633.6050962802,312,0.051891474535214165,312,10000,0,meta_202210_kv-9500a6f24741fb9eb2658c7fe26912d5,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1021649.8364040181,370,0.05149873687920473,370,50000,0,meta_202210_kv-c04c9789fd61972c1c43b19907d42a02,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1019516.6998686598,465,0.05225908062378842,465,500000,0,meta_202210_kv-e1673bfddd2e6ad71981076f745a3084,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1064705.6572390131,448,0.051600046971619275,448,50000,0,meta_202210_kv-ee39df6f85914e8c6f9a9cac79b73385,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1005170.0736994628,537,0.051691509364192555,537,50000,0,meta_202210_kv-be63553cb2b97ff72d5f8c63e553e43c,0.3,2,1,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,1,marginal-hits-tuned,LRU2Q,cold,1077344.8789116845,440,0.051556654764249664,440,50000,0,meta_202210_kv-a1265b5e663fe37714e40ce4ad3d0e7f,0.3,1,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,1,marginal-hits-tuned,LRU2Q,cold,974120.7919278602,440,0.051556654764249664,440,50000,0,meta_202210_kv-5f2e900aa4f959faed0e41936d20f29a,0.3,1,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1152564.9853007814,370,0.05149873687920473,370,50000,0,meta_202210_kv-ce8ce54f7a8bbad11bfe0df723b63d2d,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,737386.1218681805,610,0.05154920372702474,610,50000,0,meta_202210_kv-c9ac2e0b46f382b226d166a5d14631ff,0.3,2,2,0.3,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1094778.4017524768,456,0.05162397177591889,456,50000,0,meta_202210_kv-d1d15463d0a981c6259aaaede038ae51,0.5,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,4,marginal-hits-tuned,LRU2Q,cold,919603.7189720608,449,0.051637789180093735,449,50000,0,meta_202210_kv-3311b26102546dc4ee23cf65d4ca31e6,0.3,4,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1102090.8780649295,521,0.051654884878756455,521,50000,0,meta_202210_kv-a5b8962e4632958803e86920d178e9cd,0.3,2,2,0.4,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1122323.2456940236,448,0.051600046971619275,448,50000,0,meta_202210_kv-154070cfd5f12cb178634445c15315e4,0.3,2,2,0.5,0.9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1195860.5118936438,448,0.0516006769977616,448,50000,0,meta_202210_kv-238112fc497c7bd8cada580a0eedee9b,0.1,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1039672.621476762,448,0.051600046971619275,448,50000,0,meta_202210_kv-801e33b4dc87d626bd897f6b41433f5f,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,8,marginal-hits-tuned,LRU2Q,cold,883650.931910798,425,0.05156810855857151,425,50000,0,meta_202210_kv-08aa2126d0899eb8e158fe9b84ad7e34,0.3,8,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,916602.7937330748,312,0.051891474535214165,312,10000,0,meta_202210_kv-044dafabe255eb52209cb09d751d68a0,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1295747.747718167,456,0.05162397177591889,456,50000,0,meta_202210_kv-d13283ff8088ed7ee83b2f21c09e3d2e,0.5,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,908955.3440557083,521,0.051654884878756455,521,50000,0,meta_202210_kv-68774adf7b920a118ebe7c7873eab8d8,0.3,2,2,0.4,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,946458.6606456887,419,0.051602326937744594,419,50000,0,meta_202210_kv-cbe6fcbefdef304a6ff069ae3835c88a,0.3,2,2,0.5,0.85,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1178521.169761758,610,0.05154920372702474,610,50000,0,meta_202210_kv-8bcb0dfc69da7a71dd6428c29de923fb,0.3,2,2,0.3,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,987207.3985110873,537,0.051691509364192555,537,50000,0,meta_202210_kv-18fbacaa15c51920162fc36124b09422,0.3,2,1,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1080445.1879409766,448,0.051600046971619275,448,50000,0,meta_202210_kv-8fe16d145e4b5e48614327556dd55504,0.3,2,2,0.5,0.9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,924907.8799482285,448,0.0516006769977616,448,50000,0,meta_202210_kv-fe8b4c8e34f3d9270610b96166eb64e4,0.1,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1135182.5033130855,517,0.05170461512213597,517,200000,0,meta_202210_kv-90325b5fea370bca80834bb07ce72911,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,978719.1202953381,419,0.051602326937744594,419,50000,0,meta_202210_kv-15c86fdd4130ac619864c9ad33a0ab35,0.3,2,2,0.5,0.85,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1074820.6322069543,465,0.05225908062378842,465,500000,0,meta_202210_kv-5dd5ea489cc085562ba7e161dc7de60e,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1009510.1655993104,375,0.05151683900078431,375,20000,0,meta_202210_kv-09de6f19c9251b24f2ca7999d5c92b11,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,4,marginal-hits-tuned,LRU2Q,cold,1103710.115013755,449,0.051637789180093735,449,50000,0,meta_202210_kv-e1075840a36a149c09f3bc2d50e77d1f,0.3,4,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,714792.5543922003,491,0.05161199183556812,491,100000,0,meta_202210_kv-080ef4c9826eb1255fcdebd9e4f7d941,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1400813.4117864994,278,0.05206347369570635,278,50000,0,meta_202210_kv-a66b52311c700875f320b64c0733ea50,0.3,2,8,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,8,marginal-hits-tuned,LRU2Q,cold,1060746.4756792735,425,0.05156810855857151,425,50000,0,meta_202210_kv-598071cb55fa4fcf5083131d04840b6d,0.3,8,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1217347.5637034357,517,0.05170461512213597,517,200000,0,meta_202210_kv-85f08016a70dbc905449ef5f55366ab1,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,881116.6574900645,278,0.05206347369570635,278,50000,0,meta_202210_kv-7b547034588e47beba6fd5e6b6b1f49e,0.3,2,8,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,832738.7257759345,375,0.05151683900078431,375,20000,0,meta_202210_kv-3eaafcc202f0c23fd20f5d96903c1263,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,914083.1607233421,397,0.05791312409790999,397,50000,0,meta_202210_kv-2938f5ce8206ef1236160d17f28de74a,0.3,2,2,0.4,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,1043286.7192350768,358,0.058592905441819505,358,50000,0,meta_202210_kv-0ccfb740d45c338fed84728c4603881c,0.3,2,2,0.5,0.85,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,974367.5458918364,274,0.05881409925601562,274,50000,0,meta_202210_kv-ef1365d91e1c5aba49688fdbd69ffb83,0.3,2,8,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,894662.6347348687,373,0.05864985063125712,373,50000,0,meta_202210_kv-35066cbe6e9b2430ecf40e58b2d0fbca,0.5,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,983884.2827025552,235,0.05596970593090003,235,500000,0,meta_202210_kv-3a33d0d91463a96d55df404552801650,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,975742.0343243463,575,0.05688513256659997,575,50000,0,meta_202210_kv-d3f37001c4e790e9d1086ed67e2cdef8,0.3,2,2,0.3,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,8,marginal-hits-tuned,TINYLFU,,852913.9581544588,341,0.05928650688808863,341,50000,0,meta_202210_kv-b073a08936d924e21acf9b3c5291a702,0.3,8,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,1087648.0423072695,356,0.05825778617234623,356,100000,0,meta_202210_kv-506551ef23da353cb8e7e6d8b9049b98,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,850853.7569427644,235,0.06084173991133168,235,10000,0,meta_202210_kv-025c1e169e52eeef07def695787f3eea,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,927746.7439240576,358,0.058592905441819505,358,50000,0,meta_202210_kv-1cafff7b4915b258057c46545cd12aee,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,957388.6199727228,343,0.058892434305167364,343,50000,0,meta_202210_kv-a568300d8e56122e7b08d223a1d58a55,0.3,2,1,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,943869.8331930881,305,0.0592765600299573,305,20000,0,meta_202210_kv-e9a2370bfa86529f48f5c242c2e28d7c,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,907178.1066292819,300,0.0596648267938133,300,50000,0,meta_202210_kv-514ec902363925ee526cb2fa892eac53,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,1,marginal-hits-tuned,TINYLFU,,992514.4289231659,350,0.05866077355772672,350,50000,0,meta_202210_kv-ca0d074572069c97af934f56cab96a52,0.3,1,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,807628.4827857814,363,0.05604958703992137,363,200000,0,meta_202210_kv-04263826d08c6576fa4527696e1407be,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,4,marginal-hits-tuned,TINYLFU,,654538.6557884978,314,0.05939349531033835,314,50000,0,meta_202210_kv-1bb9198d2d613a38b0c69cbbb6912a8c,0.3,4,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,877854.4720873719,355,0.059141460569747104,355,50000,0,meta_202210_kv-2ab2afd660cebb509225d3194b07cb3d,0.1,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,939480.7625903324,358,0.058592905441819505,358,50000,0,meta_202210_kv-d4f717f673622acea312e297a0d71ea7,0.3,2,2,0.5,0.9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1023597.3031206788,620,0.04434030565007323,620,50000,0,meta_202210_kv-e0c275c14767639cf2064d75f6fdc7da,0.3,2,1,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,4,marginal-hits-tuned,LRU,,1085871.0124814932,593,0.04411893240659033,593,50000,0,meta_202210_kv-ff739059f7946f8d765c94853903fb57,0.3,4,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,992848.138693403,598,0.04258490981377462,598,50000,0,meta_202210_kv-462dbfae7c678ceb70d5107023ec7a04,0.5,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1054254.8346160976,606,0.04273908476571789,606,50000,0,meta_202210_kv-edfe2ae90e00022a89e4e062b0ccc7cd,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,987425.9168884284,606,0.04273908476571789,606,50000,0,meta_202210_kv-5f87a99fb8eabae84b89a5d3b2d420da,0.3,2,2,0.5,0.9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,974225.2777854276,506,0.04362098578118283,506,20000,0,meta_202210_kv-4808b5ab92caeaa0a281b8f1ee5e3f68,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,495015.53742873826,606,0.04346033113852956,606,50000,0,meta_202210_kv-8611e8168cab8359cf93a446100041eb,0.1,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1001341.6735288132,520,0.04382866101516668,520,50000,0,meta_202210_kv-8a0a8a4560fb849fbda6fb2eaee9c13c,0.3,2,8,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,8,marginal-hits-tuned,LRU,,1116313.7165227623,580,0.04339777507387586,580,50000,0,meta_202210_kv-49174de7ea146d3fb3c97a9774cf0376,0.3,8,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,945711.1089631398,704,0.04223346585193485,704,50000,0,meta_202210_kv-5cf1618004377fecc1ce398cc0ec78a7,0.3,2,2,0.4,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,855069.298046651,557,0.04249678575030022,557,50000,0,meta_202210_kv-27f1a7c9be5a79764f23b0ac9c78e8ff,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,966905.4289487777,428,0.04634653688383563,428,10000,0,meta_202210_kv-2704e7280752aaeb0d968f0bfa6c7d95,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,885476.1118842149,518,0.04200959408936077,518,500000,0,meta_202210_kv-696df720d80487f3779fae46d8c79050,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1182849.1983224503,782,0.041950278544608255,782,200000,0,meta_202210_kv-53a4d10083efd617cdcc6ffdaa4992fe,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,870773.9903924381,865,0.041599792438359595,865,50000,0,meta_202210_kv-f2416982585d5387614f9ac3dcffdd2d,0.3,2,2,0.3,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1081526.375455891,666,0.04232806218611115,666,100000,0,meta_202210_kv-c10a8eacc68cbddd6f91482d0ea2bd90,0.3,2,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,989869.086145228,606,0.04273908476571789,606,50000,0,meta_202210_kv-2b5acdaf48db4639e377e66c78a82d08,0.3,2,2,0.5,0.85,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,1,marginal-hits-tuned,LRU,,1052400.739787764,634,0.042382836685906373,634,50000,0,meta_202210_kv-c4b6b00c0effefd97421fe7cddcc551d,0.3,1,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU2Q,cold,827716.8816687303,630,0.040058532639461485,630,50000,0,meta_202210_kv-d4176afcb613e3c01870a91a0b64f650,0.3,2,4,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
meta_202210_kv,1482478166,0.02,4,439,4,marginal-hits-tuned,LRU2Q,cold,949624.332598706,692,0.03994748884551194,692,50000,0,meta_202210_kv-b0001205ade9210a7bb03b0f78bfc575,0.3,4,2,0.5,0.95,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_sensitivity,,,
